headline,network,date,overall_duration,title,program_id,timestamps,start_time,end_time,duration,description,reporters
ABC Evening News for 2018-10-01,ABC,2018-10-01,29 minutes long,Upcoming Items & COMMERCIALS: Aleve; Principal; Centrum; HomeAdvisor; AARP/UHC; Ensure; Trelegy; News 2.,1130538,05:53:30 pm — 05:57:00 pm,17:53:30,17:57:00,210,,[]
ABC Evening News for 2018-10-01,ABC,2018-10-01,29 minutes long,America Strong (Ronald SHurer),1130539,05:57:00 pm — 05:58:30 pm,17:57:00,17:58:30,90,"(Studio: David Muir)  The awarding of the Medal of Honor to Army medic S/Sgt. Ronald Shurer, whose courage was revealed  on April 6, 2008, in Afghanistan while treating fellow soldiers under fire, featured; Army photos from Afghanistan & the ceremonies shown.  [President TRUMP&nbsp- praises Shurer.] ",['David Muir']
ABC Evening News for 2018-10-01,ABC,2018-10-01,29 minutes long,Good Night,1130540,05:58:30 pm — 05:58:30 pm,17:58:30,17:58:30,0,,[]
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Introduction/Preview	Anderson Cooper (New York),1130541,07:00:10 pm — 07:00:20 pm,19:00:10,19:00:20,10,,[]
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Supreme Court / Kavanaugh Nomination / After Senate Hearings / FBI Investigation / Drinking / A Discussion,1130542,07:00:20 pm — 07:19:30 pm,19:00:20,19:19:30,1150,"(Studio: Anderson Cooper)  A Keeping Them Honest look at the FBI investigation of Supreme Court nominee Brett Kavanaugh & who will be looked at about Kavanaugh with another Yale classmate commenting on his drinking in college introduced.  [Chad LUDINGTON- reads statement about Brett's drinking & lying about it.]  [In response to CNN reporter Kaitlan Collins, President TRUMP&nbsp- says he was surprised about what he said about beer, that he did not lie about his drinking.]  [Sept. 27, Brett KAVANAUGH&nbsp- talks about liking beer.]  [In response to question from Senator Amy Klobuchar, Brett KAVANAUGH&nbsp- says he has no drinking problem after asking the senator about her drinking.]  The key role of three Republican senators noted.  [On ""60 Minutes,"" Senator Jeff FLAKE&nbsp- says if he lied, the nomination os over.]  

(Studio: Anderson Cooper; White House: Kaitlan Collins)  The support of Kavanaugh from two other Yale classmates downplaying his drinking, what Trump said today about drinking & Kavanaugh's drinking discussed.  

(Studio: Anderson Cooper)  A ""New York Times"" report about Kavanaugh & a bar altercation during the Yale days introduced.  [Voice of ""New York Times"" reporter Ben PROTESS- recounts the bar story about Kavanaugh & friends in New Haven with the extent of drinking unclear.]  

(Studio: Anderson Cooper)  Live discussion held with CNN's Jeffrey Toobin & Judicial Crisis Network Carrie Severino about Kavanaugh & drinking.  [TOOBIN&nbsp- offers views on the NYT bar story, but more investigation is needed, how perhaps it takes more than a week to investigate.]  [SEVERINO&nbsp- offers views on what the Democrats want: it is really silly with this bar story & his testimony, how all other angles are being drummed up: let's move forward, on the need to investigate when he has already been investigated.] ","['Anderson Cooper', 'Anderson Cooper; White House', 'Anderson Cooper', 'Anderson Cooper']"
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Upcoming Items & COMMERCIALS: Del Webb; Principal; hotels.com; Wayfair; ExxonMobil; 23andme.com; Always;  Progressive; Hello Fresh.,1130543,07:19:30 pm — 07:24:10 pm,19:19:30,19:24:10,280,,[]
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Supreme Court / Kavanaugh Nomination / After Senate Hearings / FBI Investigation / Drinking / A Discussion (Part I),1130544,07:24:10 pm — 07:30:30 pm,19:24:10,19:30:30,380,"(Studio: Anderson Cooper; Capitol Hill: Phil Mattingly)  The shifting story on the FBI investigation into the background of Supreme Court nominee Brett Kavanaugh with three key senators {Jeff Flake, Susan Collins & Lisa Murkowski} checking with the White House about the scope of the investigation, the process of the investigation with the unanswered question being how the public will learn about the information discussed.  

(Studio: Anderson Cooper)  Live discussion held with CNN's attorney Asha Rangappa, Kirsten Powers & former Trump campaign adviser Michael Caputo about Kavanaugh.  [RANGAPPA, POWERS, CAPUTO&nbsp- offer views on the ""New York Times"" report about Kavanaugh & a 1985 Yale bar incident, downplay the issue of his college antics unless he perjured himself in his Senate testimony, how this indicates the silly season so we should focus on his record.]   ","['Anderson Cooper; Capitol Hill', 'Anderson Cooper']"
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,"Upcoming Items & COMMERCIALS: Otezla; Always; Stihl; esurance; CNN Lisa Ling; Qunol; ""I Feel Bad""",1130545,07:30:30 pm — 07:34:00 pm,19:30:30,19:34:00,210,,[]
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Supreme Court / Kavanaugh Nomination / After Senate Hearings / FBI Investigation / Drinking / A Discussion (Part II),1130546,07:34:00 pm — 07:39:00 pm,19:34:00,19:39:00,300,"(Studio: Anderson Cooper)  Live discussion continued with CNN's former FBI agent Asha Rangappa, Kirsten Powers & former Trump campaign adviser Michael Caputo about Brett Kavanaugh & the FBI investigation.  [RANGAPPA, POWERS, CAPUTO&nbsp- offer views on the FBI investigation with the interviews recorded & the week deadline, the importance of other sexual assault allegations, how the drinking comes into it, how focusing on drinking is a waste of time.] ",['Anderson Cooper']
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Upcoming Items & COMMERCIALS: Men's Wearhouse; Sling TV; Lexus; Dr. Scholl's; Progressive; Rocket Mortgage/Quicken; CNN Anthony Bourdain; ClearChoice; CNN Lisa Ling.,1130547,07:39:00 pm — 07:42:50 pm,19:39:00,19:42:50,230,,[]
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Supreme Court / Kavanaugh Nomination / After Senate Hearings / Mitchell Memo / A Discussion,1130548,07:42:50 pm — 07:50:00 pm,19:42:50,19:50:00,430,"(Studio: Anderson Cooper)  Earlier discussion held with former sex crimes prosecutors Linda Fairstein & Roger Canaff about the memo from Rachel Mitchell, the sex crimes prosecutor who questioned Christine Blasey Ford about her allegations against Supreme Court nominee Brett Kavanaugh.  [FAIRSTEIN&nbsp- offers views on he said/she said cases, what Mitchell should have asked Ford about Kavanaugh, how this is not an ""independent"" report, the blood alcohol terms for alcoholic blackouts.]  [CANAFF&nbsp- offers critical views on the Mitchell memo that is gratuitous, the inconsistencies in Ford's testimony that can be explained: she sounded compelling.]    

(Studio: Anderson Cooper)  Statements from Senator Dianne Feinstein about the Mitchell report quoted. ","['Anderson Cooper', 'she sounded compelling.]    \n\n(Studio']"
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,"Upcoming Items & COMMERCIALS: ""Cuomo Prime Time""; 23andMe.com; esurance; Shriners Hospitals; CNN Lisa Ling; PC Matic; CNN Anthony Bourdain.",1130549,07:50:00 pm — 07:55:40 pm,19:50:00,19:55:40,340,,[]
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Supreme Court / Kavanaugh Nomination / Murkowski / Alaskan Natives,1130550,07:55:40 pm — 08:00:00 pm,19:55:40,20:00:00,260,"(Studio: Anderson Cooper)  Report introduced.  

(Rural Alaska: Gary Tuchman)  The concerns of the people of Alaska about Senator Lisa Murkowski & the nomination of Brett Kavanaugh to the Supreme Court examined; scenes shown from a indigenous people's village in the wilderness that supports Murkowski.  [First Alaskans Inst. Liz MEDICINE CROW, Alaskan natives Anita ANDREWS, MAN, Kathryn MARTIN- offer views on issues of sexual abuse, their support for victim Christine Blasey Ford, the issue of Alaskan natives right & Kavanaugh's past legal stances, how they count on Murkowski to vote ""no"" on Kavanaugh.]  The arrest in Washington, DC, of indigenous Alaskans protesting outside the office of Alaskan Senator Dan Sullivan shown.  

(Studio: Anderson Cooper; Anchorage: Gary Tuchman)  The question of how Murkowski will vote on Kavanaugh & how Murkowski said she has had a ""MeToo"" moment discussed. ","['Anderson Cooper', 'Gary Tuchman', 'Anderson Cooper; Anchorage']"
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Facebook,1130551,08:00:00 pm — 08:00:20 pm,20:00:00,20:00:20,20,"(Studio: Anderson Cooper)  The daily ""Full Circle"" newscast on Facebook mentioned. ",['Anderson Cooper']
CNN Evening News for 2018-10-01,CNN,2018-10-01,about 1 hour long,Good Night,1130552,08:00:20 pm — 08:00:20 pm,20:00:20,20:00:20,0,,[]
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Preview/Introduction	David Muir (New York),1130610,05:30:00 pm — 05:31:40 pm,17:30:00,17:31:40,100,,[]
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,"Washington, DC / Ricin Mail",1130611,05:31:40 pm — 05:33:40 pm,17:31:40,17:33:40,120,"(Studio: David Muir)  Report introduced.  

(Washington: Martha Raddatz)  The Secret Service interception of suspicious mail sent to President Trump & the Pentagon to Secretary of Defense Gen. James Mattis examined; details given about the 2013 ricin letter plot.  [ABC's Brad GARRETT- cites the dangers of ricin.]  The investigation into whether the three letters are linked discussed. ","['David Muir', 'Martha Raddatz']"
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Supreme Court / Kavanaugh Nomination / After Sedate Hearings / FBI Investigation,1130612,05:33:40 pm — 05:37:10 pm,17:33:40,17:37:10,210,"(Studio: David Muir)  Report introduced.  

(White House: Cecilia Vega)  The race against the deadline for he FBI investigation of Supreme Court nominee Brett Kavanaugh featured; details given about the FBI interview of accuser Deborah Ramirez with her attorney John Clune quoted & of Mark Judge, whom accuser Christine Blasey Ford says was in the room when she was attacked 36 years ago, with Judge's attorney Barbara Van Gelder quoted.  [President TRUMP&nbsp- says Kavanaugh us doing very well.]  [Sept. 27, FORD&nbsp- testifies about the laughter of the two.]  [TRUMP&nbsp- says it is a scary time for young men in America: that you are guilty until proven innocent.]  The lack of response to Ford from the FBI discussed. ","['David Muir', 'Cecilia Vega']"
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,"Trump / Finances & Tax Schemes / ""New York Times"" Investigation",1130613,05:37:10 pm — 05:40:23 pm,17:37:10,17:40:23,193,"(Studio: David Muir)  Report introduced.  

(Washington: Kyra Phillips)  A ""New York Times"" story on President Trump's wealth being hidden by tax schemes examined; details given about Trump's long-told story about his business empire & the NYT investigation evidence about a much larger loan from his fathe 's real estate company using tax dodges; financial statistics cited.  [In 2016, TRUMP&nbsp- says he started off with a million-dollar loan & built a 10-billion dollar company & paid his father back.]  [Sept. 2016, TRUMP&nbsp- says when the tax audit is done....]  The denials from Trump's attorney noted. ","['David Muir', 'Kyra Phillips']"
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Northeast / Tornadoes,1130614,05:40:23 pm — 05:41:40 pm,17:40:23,17:41:40,77,"(Studio: David Muir)  The tornado watch in the Northeast reported; scenes shown from Pennsylvania.  

(Ft. Lee, New Jersey: Ginger Zee)  The severe storms forecast discussed; weather tornado watch with rains maps shown.   ","['David Muir', 'Ginger Zee']"
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Indonesia / Earthquake ,1130615,05:41:40 pm — 05:42:10 pm,17:41:40,17:42:10,30,"(Studio: David Muir)  New images of the impact of an earthquake & tsunami on Indonesia reported; scenes shown from the island of bodies, debris, flooded areas. ",['David Muir']
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,"Chicago, Illinois / Police Shooting / McDonald",1130616,05:42:10 pm — 05:44:10 pm,17:42:10,17:44:10,120,"(Studio: David Muir)  Report introduced.  

(Chicago: Alex Perez)  The trial in Chicago of police officer Jason Van Dyke for the shooting of black teen Laquan McDonald; scenes shown of the teen in the street & the courtroom trial.  [VAN DYKE&nbsp- testifies about the knife he had: we feared attack.] ","['David Muir', 'Alex Perez']"
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Amazon / Minimum Wage,1130617,05:44:10 pm — 05:45:50 pm,17:44:10,17:45:50,100,"(Studio: David Muir)  Report introduced.  

(Studio: Linsey Davis)  The announcement from retail giant Amazon it will raise the company's minimum wage to 15 dollar/hr. featured; scenes shown of the workers' reaction to the news.  [Senator Bernie SANDERS&nbsp- speaks out to the billionaires.]  A statement from Amazon CEO Jeff Bezos quoted.  [H Squared Research Hitha HERZOG- analyzes the wage hike.]  The call from Amazon for the government to raise the minimum wage discussed. ","['David Muir', 'Linsey Davis']"
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Upcoming Items & COMMERCIALS: Trelegy; Prevagen; Capital one; Alka-Seltzer.,1130618,05:45:50 pm — 05:48:20 pm,17:45:50,17:48:20,150,,[]
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Tennessee / Manhunt,1130619,05:48:20 pm — 05:49:30 pm,17:48:20,17:49:30,70,"(Studio: David Muir)  Report introduced.  

(Indian Mound, Tennessee; Steve Osunsami)  The manhunt in Tennessee looking for murderer Kirby Wallace featured; scenes shown from the area; details given about his crimes.  [Montgomery County Sheriff John FUSON- comments on the case.]  [MAN&nbsp- comments.] ",['David Muir']
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Upcoming Items & COMMERCIALS: Febreze; Advil; AARP/UHC; esurance; Prolia.,1130620,05:49:30 pm — 05:52:50 pm,17:49:30,17:52:50,200,,[]
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Index of Other News,1130621,05:52:50 pm — 05:53:50 pm,17:52:50,17:53:50,60,"(Studio: David Muir)  A brief look at news stories with video often shown: arrests a year later in the white supremacist rally in Charlottesville, Virginia; a landing gear fie on a plane at the JKK airport in New York City;  a police helicopter buzzing a crowd at a Penn State football game; the test of a new awarding ext system from President Trump. ",['David Muir']
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Upcoming Items & COMMERCIALS: Allstate; Eliquis; 1-800-quit-now; Safelite; Aleve; News 2.,1130622,05:53:50 pm — 05:57:00 pm,17:53:50,17:57:00,190,,[]
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Made in America (Ford Plant: 100 Years),1130623,05:57:00 pm — 05:58:50 pm,17:57:00,17:58:50,110,"(Studio: David Muir)  The 100th anniversary of the Ford automobile plant in Dearborn, Michigan, featured; historical footage shown. with production statistics cited.  [86-year-old worker Willie FULTON&nbsp- talks about the job.] ",['David Muir']
ABC Evening News for 2018-10-02,ABC,2018-10-02,29 minutes long,Good Night,1130624,05:58:50 pm — 05:58:50 pm,17:58:50,17:58:50,0,,[]
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,Introduction/Preview	Anderson Cooper (New York),1130625,07:00:10 pm — 07:00:20 pm,19:00:10,19:00:20,10,,[]
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,Supreme Court / Kavanaugh Nomination / After Sedate Hearings / Trump / Powers' Story / A Discussion,1130626,07:00:20 pm — 07:15:40 pm,19:00:20,19:15:40,920,"(Studio: Anderson Cooper)  A Keeping Them Honest look at what President Trump said today about Supreme Court nominee Brett Kavanaugh introduced.  [TRUMP&nbsp- says it is a scary time for young men in America: that you are guilty until proven innocent: a very bad thing.]  How Trump always stands with the man rather the woman with men being the victim & why women often keep silent about sexual assault recalled & how he could have gotten this idea from Fox or his son Donald Trump, Jr. noted; rape statistics cited.  

(Studio: Anderson Cooper)  Live discussion held with CNN's Kirsten Powers about her admission in ""USA Today"" she was sexually assaulted. [POWERS&nbsp- offers views on her story: just like what happened to Christine Blasey Ford, that she wrote the letter because she believed it was her fault, that it was then not considered sexual assault if you knew the person, that what Trump said is ""maddening"": there is not an epidemic of men being attacked via false accusations.]  

(Studio: Anderson Cooper)  Live discussion held with CNN's Jeffrey Toobin & Rick Santorum about Trump & white men.  [TOOBIN&nbsp- offer views on how white men do fine in the US, that the president is taking sides with white men.]  [SANTORUM&nbsp- offers views on how this is a teachable moment for boys.]  [POWERS&nbsp- offers views on what is really happening to Kavanaugh.]   ","['Anderson Cooper', 'that you are guilty until proven innocent', 'just like what happened to Christine Blasey Ford, that she wrote the letter because she believed it was her fault, that it was then not considered sexual assault if you knew the person, that what Trump said is ""maddening""']"
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,Upcoming Items & COMMERCIALS: Charles Schwab; Ebates.com; Jos. A. Bank; Otezla; 23andMe.com; Wayfair; Hello Fresh/,1130627,07:15:40 pm — 07:20:20 pm,19:15:40,19:20:20,280,,[]
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,"Trump / Finances & Tax Schemes / ""New York Times"" Investigation / Buettner Interview",1130628,07:20:20 pm — 07:31:50 pm,19:20:20,19:31:50,690,"(Studio: Anderson Cooper)  A ""New York Times"" story on President Trump's wealth being hidden by tax schemes introduced.  [Six times during the campaign, TRUMP&nbsp- says he started off with a million-dollar loan & built a 10-billion dollar company & paid his father back.]    

(Studio: Anderson Cooper)  Live discussion held with CNN's ""New York Times"" reporter Russ Buettner about the story.  [BUETTNER&nbsp- offer views on the Trump finances story: Trump's father's tax schemes when Donald was young, how the father never made a bad deal, but Donald got into financial trouble in the '80s with the father bailing him out, how Fred passed his holdings to the kids before he died using a trust paying no/little gift taxes.]   

(Studio: Anderson Cooper)  Live discussion held with CNN's Jeffrey Toobin, Trump author Michael D'Antonio & tax law expert Lee-Ford Tritt about the Trump finances.  [TOOBIN&nbsp- offers views on how if you are rich you can set up a tax system.]  [TRITT&nbsp- offers views on how the wealthy are following laws set up by Congress, but the Trumps are pushing legality & ethics.]  [D'ANTONIO&nbsp- offers views on how this story fits Fred & Donald Trump with Fred using rent trickery.] ","['Anderson Cooper', 'Anderson Cooper', ""Trump's father's tax schemes when Donald was young, how the father never made a bad deal, but Donald got into financial trouble in the '80s with the father bailing him out, how Fred passed his holdings to the kids before he died using a trust paying no/little gift taxes.]   \n\n(Studio""]"
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,"Upcoming Items & COMMERCIALS: Shriners Hospital; CNN Anthony Bourdain; ""Versailles""; 4imprint.com; CNN Lisa Ling.",1130629,07:31:50 pm — 07:35:20 pm,19:31:50,19:35:20,210,,[]
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,Supreme Court / Kavanaugh Nomination / After Sedate Hearings / Trump on Ford / Hirono Interview,1130630,07:35:20 pm — 07:41:20 pm,19:35:20,19:41:20,360,"(Studio: Anderson Cooper)  President Trump's claim that men are the real victims with him now attacking Christine Blasey Ford, who accused Supreme Court nominee Brett Kavanaugh of sexual assault, introduced.  [Moments ago in campaign speech, TRUMP&nbsp- says Ford kept saying she did not know, but she remembers having just one beer.]  Live discussion held with Senator Mazie Hirono about Trump,  [On Capitol Hill, HIRONO&nbsp- says attacking people is what Trump does, how Trump & his son said the same thing about women & men & who are the victims; offers views on who the FBI should investigate; wants a complete FBI investigation to satisfy the key senators; suggests we be transparent so the public should see the information.] ",['Anderson Cooper']
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,Upcoming Items & COMMERCIALS: Lexus; T-Mobile; TD Ameritrade; Sling TV; Progressive; Tempur-Pedic; CNN Lisa Ling; ClearChoice; CNN Anthony Bourdain.,1130631,07:41:20 pm — 07:45:20 pm,19:41:20,19:45:20,240,,[]
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,Trump & Daniels / Avenatti Interview,1130632,07:45:20 pm — 07:51:40 pm,19:45:20,19:51:40,380,"(Studio: Anderson Cooper)  A Keeping Them Honest look at new reports on the role of President Trump in paying off porn star Stormy Daniels in trying to stop her from her telling her story about a sexual affair with Trump in 2006 after originally denying Trump had an involvement in the payoffs from attorney Michael Cohen introduced.  [March 28, Cohen attorney Michael SCHWARTZ- says the president was not aware of the agreement.]  [April 5, TRUMP&nbsp- denies knowing about the payments: ask Cohen.]  

(Studio: Anderson Cooper)  Live discussion held with Daniels attorney Michael Avenatti.  [AVENATTI&nbsp- offers views on the inconsistencies in the stories from Trump, Cohen, Schwartz & White House press secretary Sarah Huckabee Sanders lying about what Trump knew about the payments, why Eric Trump was brought into this matter to help sweep this under the rug, the questions about the flow of the payment money.]  ","['Anderson Cooper', 'ask Cohen.]  \n\n(Studio']"
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,"Upcoming Items & COMMERCIALS: ""Cuomo Prime Time""; Wayfair; Shriners Hospitals; CNN Anthony Bourdain; PC Matic; ""The Situation Room""",1130633,07:51:40 pm — 07:57:10 pm,19:51:40,19:57:10,330,,[]
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,"Washington, DC / Ricin Mail",1130634,07:57:10 pm — 07:59:50 pm,19:57:10,19:59:50,160,(Studio: Anderson Cooper; Washington: Boris Sanchez)  The FBI & Secret Service investigation into three suspicious letters sent to President Trump & the Pentagon that contain a ricin-like castor bean substance that is being tested & how all the mail was tested & stopped discussed. ,['Anderson Cooper; Washington']
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,Facebook,1130635,07:59:50 pm — 08:00:10 pm,19:59:50,20:00:10,20,"(Studio: Anderson Cooper)  The daily ""Full Circle"" newscast on Facebook mentioned. ",['Anderson Cooper']
CNN Evening News for 2018-10-02,CNN,2018-10-02,about 1 hour long,Good Night,1130636,08:00:10 pm — 08:00:10 pm,20:00:10,20:00:10,0,,[]
ABC Evening News for 2018-10-03,ABC,2018-10-03,29 minutes long,Preview/Introduction	David Muir (New York),1130637,05:30:00 pm — 05:31:20 pm,17:30:00,17:31:20,80,,[]
ABC Evening News for 2018-10-03,ABC,2018-10-03,29 minutes long,South Carolina / Shooting of Police,1130638,05:31:20 pm — 05:32:40 pm,17:31:20,17:32:40,80,"(Studio: David Muir)  Report introduced.  

(Woodlawn, Tennessee: Steve Osunsami)  The shooting of five police officers in Florence, South Carolina, with a suspect in custody featured; scenes shown from the area. ","['David Muir', 'Steve Osunsami']"
