headline,network,date,overall_duration,title,program_id,timestamps,start_time,end_time,duration,description,reporters
CNN Evening News for 2018-01-02,CNN,2018-01-02,about 1 hour long,Trump / Russian Connection / Papadopoulos / A Discussion,1119371,07:27:10 pm — 07:42:00 pm,19:27:10,19:42:00,890,"(Studio: Anderson Cooper)  The ""New York Times"" story on how the Russia inquiry began when Trump campaign adviser George Papadopoulos talked to an Australian diplomat about the Russians having dirt on Hillary Clinton introduced; Trump tweet on the dossier quoted; details given about the dossier complied by British spy Christopher Steele.  [Dec. 8, Oct. 25, Nov. 5, TRUMP&nbsp- speaks abbot the ""dossier"" which is a fake deal.]  Excerpt from the ""New York Times"" story about Papadopoulos & the diplomat Alexander Downer quoted.  [Oct. 30, 2017, White House press secretary Sarah Huckabee SANDERS&nbsp- downplays the role of volunteer adviser Papadopoulos.]  

(Studio: Anderson Cooper)  Live discussion held with CNN's John Dean, Jeffrey Toobin & Florida International law professor Elizabeth Foley about the ""New York Times"" story on Papadopoulos.  [TOOBIN, FOLEY, DEAN&nbsp- offer views on how this Papadopoulos-Downer conversation was the root of the Russian investigation, elements of the conversations with Russians, which are not illegal, how little the press really knew about what was really going {like in Watergate} so we are getting shreds about what was going on & only special counsel former FBI director Robert Mueller knows, how lying about meeting with Russians is what is illegal, what Papadopoulos lied to the FBI about, evidence & innuendo in the investigation, the status of the Mueller investigation.] ","['Anderson Cooper', 'Anderson Cooper']"
CNN Evening News for 2018-01-02,CNN,2018-01-02,about 1 hour long,"Upcoming Items & COMMERCIALS: PreserVision; Progressive; CNN ""Trump-Russia Investigation""; Great America Pact; ""Cuomo Prime Time""",1119372,07:42:00 pm — 07:44:50 pm,19:42:00,19:44:50,170,,[]
CNN Evening News for 2018-01-02,CNN,2018-01-02,about 1 hour long,Trump / Russian Connection / Papadopoulos / A Discussion,1119373,07:44:50 pm — 07:45:40 pm,19:44:50,19:45:40,50,"(Studio: Anderson Cooper)  The CNN reference from Apr. 18, 2017, quoted by Florida International law professor Elizabeth Foley about the Russia investigation & the dossier as one of the causes of the FBI investigation quoted. ",['Anderson Cooper']
CNN Evening News for 2018-01-02,CNN,2018-01-02,about 1 hour long,North Korea-US Relations / Kim & Trump,1119374,07:45:40 pm — 07:46:00 pm,19:45:40,19:46:00,20,(Studio: Anderson Cooper)  The tweet from President Trump in response to North Korea leader Kim Jong Un about their respective nuclear buttons quoted. ,['Anderson Cooper']
CNN Evening News for 2018-01-02,CNN,2018-01-02,about 1 hour long,Iran / Protests / Trump / Haass Interview,1119375,07:46:00 pm — 07:52:20 pm,19:46:00,19:52:20,380,"(Studio: Anderson Cooper)  The sixth day of protests in Iran introduced; President Trump's tweet about Iran quoted.  [White House press secretary Sarah Huckabee SANDERS - talks about the organic uprising in Iran with the US supporting the protest.]  

(Studio: Anderson Cooper)  Earlier discussion held with ""A World in Disarray"" author Council on Foreign Relations president Richard Haass† about American foreign policy.  [HAASS - offers views on what President Trump has done about foreign policy, how the policy is not isolationist, but abdication when choosing to walk away from the alliances linked to American foreign policy, how this may lead to countries deferring to China or Russia if they cannot rely on the US to be there for them, how the US sets foreign policy by example: political dysfunction, attacks on the media etc..]","['Anderson Cooper', 'Anderson Cooper']"
CNN Evening News for 2018-01-02,CNN,2018-01-02,about 1 hour long,Upcoming Items & COMMERCIALS: policygenius.com; Shriners Hospitals.,1119376,07:52:20 pm — 07:55:00 pm,19:52:20,19:55:00,160,,[]
CNN Evening News for 2018-01-02,CNN,2018-01-02,about 1 hour long,Trump / Tweets / News Media,1119377,07:55:00 pm — 07:57:00 pm,19:55:00,19:57:00,120,"(Studio: Anderson Cooper)  A tweet from President Trump announcing his ""The Most Dishonest & Corrupt Media Awards of the Year"" on Monday quoted.  

(Studio: Anderson Cooper, Brian Stelter)  The significance of the Trump tweet after his nuclear button tweet, how this is ""madness"" as indicated by the spate of tweets today discussed. ","['Anderson Cooper', 'Anderson Cooper, Brian Stelter']"
CNN Evening News for 2018-01-02,CNN,2018-01-02,about 1 hour long,Trump / Tweet / Aviation,1119378,07:57:00 pm — 07:59:40 pm,19:57:00,19:59:40,160,"(Studio: Anderson Cooper)  The tweet from President Trump in which he seems to take credit for there being no fatalities on commercial aviation flights this year quoted.  

(Studio: Anderson Cooper;Boston: Miles O'Brien)  How Trump cannot take credit for aviation safety, whether there is evidence he has been strict on commercial aviation discussed. ","['Anderson Cooper', 'Anderson Cooper;Boston']"
CNN Evening News for 2018-01-02,CNN,2018-01-02,about 1 hour long,Start of the second hour of AC360,1119379,07:59:40 pm — 07:59:40 pm,19:59:40,19:59:40,0,,[]
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Preview/Introduction	David Muir (New York),1119447,05:30:00 pm — 05:31:30 pm,17:30:00,17:31:30,90,,[]
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Trump & Bannon / Russian Connection ,1119448,05:31:30 pm — 05:35:00 pm,17:31:30,17:35:00,210,"(Studio: David Muir)  Report introduced.  

(White House: Cecilia Vega)  The war of words between President Trump & former strategist Steve Bannon, who called the Trump Tower meeting with Russian lawyer Natalia Veselnitskaya by Donald Trump, Jr. & Jared Kushner ""treasonous"" examined; Bannon's words about Don Jr. & from Trump about Bannon ow quoted.  [July 2017, on Fox, TRUMP Jr.&nbsp-calls it opposition research.]  [July 2017, President TRUMP defends the meeting.]  [White House press secretary Sarah Huckabee SANDERS&nbsp- reacts to these false claims from Bannon.]  The cover of the bombshell book ""Fire & Fury,"" by Michael Wolff that claims Trump believed he would lose the election & that Ivanka Trump considered running for president later shown.  Wolff's access to the White House & his claims of talking with 200 people around Trump discussed. ","['David Muir', 'Cecilia Vega']"
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Winter Weather / East Coast Storm,1119449,05:35:00 pm — 05:38:20 pm,17:35:00,17:38:20,200,"(Studio: David Muir)  The course of the ""winter bomb cyclone"" introduced.  

(Savannah: Steve Osunsami)  The blizzard warning on the East coast reviewed; scenes shown of car accidents in Georgia.  [South Carolina Highway Patrol Sgt. Bob BERES- gives a warning.]  [WOMAN, Florida traveller Stacey PALOZZI, Massachusetts WOMAN&nbsp- comment on weather conditions.]  [In Florida, ABC's Victor OQUENDO- shows icy roads.]  The power outages in Georgia & Florida from the storm discussed.  

(Studio: David Muir, Ginger Zee)  The weather forecast for more snow & winds discussed; weather & snow & temperature  maps shown.   ","['David Muir', 'Steve Osunsami', 'David Muir, Ginger Zee']"
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,North Korea-US Relations / Trump & Kim,1119450,05:38:20 pm — 05:40:00 pm,17:38:20,17:40:00,100,"(Studio: David Muir)  Report introduced.  

(London: Terry Moran)  The nuclear button battle between President Trump & North Korean leader Kim Jong Un, who taunted the US in his New Year's Eve address, reviewed; Trump tweet on his nuclear button quoted; details given about North Korean nuclear tests & this recipe for accidental war.  [Former Vice President Joe BIDEN&nbsp- reacts to Trump's dangerous tweet.]  [White House press secretary Sarah Huckabee SANDERS&nbsp- comments on Kim's ""mental fitness.""]  [Retired USMC Col. Stephen GANYARD- says the president has overturned diplomatic tradition.] ","['David Muir', 'Terry Moran']"
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Russian Connection / Manafort Lawsuit,1119451,05:40:00 pm — 05:40:50 pm,17:40:00,17:40:50,50,"(Studio: David Muir)  Report introduced.  

(Washington: Pierre Thomas)  The lawsuit brought against special counsel former FBI director Robert Mueller by former Trump campaign head Paul Manafort examined; details given about Manafort's claim deputy attorney general Rod Rosenstein exceeded his power by investigating Manafort's business. ","['David Muir', 'Pierre Thomas']"
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Senate / New Senators,1119452,05:40:50 pm — 05:41:10 pm,17:40:50,17:41:10,20,(Studio: David Muir)  The addition of two Democratic senators to the Senate with Alabama Doug Jones & Minnesota's Tina Smith replacing AL Franken reported; photos shown. ,['David Muir']
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,"Wichita, Kansas / Police Shooting / ""Swatting"" Case",1119453,05:41:10 pm — 05:42:50 pm,17:41:10,17:42:50,100,"(Studio: David Muir)  Report introduced.  

(Los Angeles: Matt Gutmna)  The fatal police shooting in Wichita, Kansas, of an innocent man. Andrew Finch, after a ""swatting"" call from Los Angeles by Tyler Barris brought out the police featured; Barris 911 call played; scenes shown from the Wichita house.  Prior swatting calls from Barris noted. ","['David Muir', 'Matt Gutmna']"
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Canada / Released Hostage / Boyle Arrest,1119454,05:42:50 pm — 05:44:50 pm,17:42:50,17:44:50,120,"(Studio: David Muir)  Report introduced.  

(Studio: Linsey Davis)  The arrest in Canada of former hostage in Afghanistan Joshua Boyle for sexual assault examined; details given about the criminal charges; scenes shown of the family of Boyle & Caitlan Coleman in & after captivity.  [COLEMAN BOYLE&nbsp- describeS what happened to her in Afghanistan.]  Caitlan's statement about her husband's mental state quoted. ","['David Muir', 'Linsey Davis']"
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Upcoming Items & COMMERCIALS: Fidelity Investments; Glucerna; Alka-Seltzer; Purina; WeatherTech; Phillips' Digestive Health.,1119455,05:44:50 pm — 05:47:20 pm,17:44:50,17:47:20,150,,[]
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Your Money (Rush to Return),1119456,05:47:20 pm — 05:48:50 pm,17:47:20,17:48:50,90,"(Studio: David Muir)  Report introduced.  

(Studio: Rebecca Jarvis)  How to get the most back when returning holiday gifts presented; statistics on returned gifts cited.  [Optoro CEO Tobin MOORE- cites the fast pace of returns.]  Consumer advice for maximizing returns, including gift card swap sites, outlined on screen.   ","['David Muir', 'Rebecca Jarvis']"
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Upcoming Items & COMMERCIALS: Prolia; Crest; TD Ameritrade; Aleve; PreserVision; Depend; KnowPneumonia.com.,1119457,05:48:50 pm — 05:52:10 pm,17:48:50,17:52:10,200,,[]
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Index,1119458,05:52:10 pm — 05:53:20 pm,17:52:10,17:53:20,70,"(Studio: David Muir)  A brief look at news stories with video/photos often shown: the manhunt for two missing Round Rock, Texas, girls with surveillance video of Terry Miles shown; two travel troubles for planes; the fire at the home of former President Bill & Hillary Clinton in Chappaqua, New York; London research on signs of sickness. ",['David Muir']
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Upcoming Items & COMMERCIALS: Safelite; Lyrica; Prevagen; Coricidin; Bowflex; Centrum; Publishers Clearing House; News 2.,1119459,05:53:20 pm — 05:56:50 pm,17:53:20,17:56:50,210,,[]
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,America Strong (Talie Duff & Co.),1119460,05:56:50 pm — 05:58:40 pm,17:56:50,17:58:40,110,"(Studio: David Muir)  The story of sixth grader Talia Duff, who has the rare disease known as CMT4J & her classmates in Ipswich, Massachusetts, updated; scenes shown from the school where the kids raised money {a million dollars} for medical research on her disease.  [KID, Talia's mother Jocelyn DUFF- talk about the money & Talia.] ",['David Muir']
ABC Evening News for 2018-01-03,ABC,2018-01-03,29 minutes long,Good Night,1119461,05:58:40 pm — 05:58:40 pm,17:58:40,17:58:40,0,,[]
CNN Evening News for 2018-01-03,CNN,2018-01-03,about 1 hour long,Introduction/Preview	Anderson Cooper (New York),1119462,07:00:10 pm — 07:00:20 pm,19:00:10,19:00:20,10,,[]
