headline,network,date,overall_duration,title,program_id,timestamps,start_time,end_time,duration,description,reporters
ABC Evening News for 2018-04-01,ABC,2018-04-01,29 minutes long,Your Money (Cell Phones),1122707,05:47:00 pm — 05:48:40 pm,17:47:00,17:48:40,100,"(Studio: Tom Llamas)  Report introduced.  

(Washington: Stephanie Ramos)  How to save money on cell phones by buying used phones featured; details given about used phone sales.  [Seeking to by, Shantae WILKERSON- wants savings.]  [Nerdwallat writer Kelsey SHEEHY- talks about the used phone option.]  Advice before selling a phone presented. ","['Tom Llamas', 'Stephanie Ramos']"
ABC Evening News for 2018-04-01,ABC,2018-04-01,29 minutes long,Upcoming Items & COMMERCIALS: Prolia; ancestry.com; PreserVision; coolsculpting.,1122708,05:48:40 pm — 05:51:20 pm,17:48:40,17:51:20,160,,[]
ABC Evening News for 2018-04-01,ABC,2018-04-01,29 minutes long,Index,1122709,05:51:20 pm — 05:53:00 pm,17:51:20,17:53:00,100,(Studio: Tom Llamas)  A brief look at news stories with video often shown: the police shooting in Kentucky of Elijah Eubanks; the foiling of a kidnapping in Houston shown; data breaches at Saks Fifth Avenue & Lord & Taylor; a shark by a police raft off Australia shown. ,['Tom Llamas']
ABC Evening News for 2018-04-01,ABC,2018-04-01,29 minutes long,"Upcoming Items & COMMERCIALS: Jardiance; Allegra; trivago; Salonpas; Heinz; ""American Idol""; ""Deception""; ""World News Tonight""",1122710,05:53:00 pm — 05:57:00 pm,17:53:00,17:57:00,240,,[]
ABC Evening News for 2018-04-01,ABC,2018-04-01,29 minutes long,Easter / Teacher's Surprise,1122711,05:57:00 pm — 05:58:40 pm,17:57:00,17:58:40,100,"(Studio: Tom Llamas)  The surprise Easter baskets for students of Tampa elementary school teacher Brent Walker, who raised money to buy the gifts from Walmart, featured; scenes shown.  [WALKER&nbsp- shows all the pre-made Easter baskets.]  [Student Johnnie TYSON&nbsp- reacts.] ",['Tom Llamas']
ABC Evening News for 2018-04-01,ABC,2018-04-01,29 minutes long,Good Night,1122712,05:58:40 pm — 05:58:40 pm,17:58:40,17:58:40,0,,[]
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Preview/Introduction	Errol Barnett (New York),1122713,05:00:00 pm — 05:01:10 pm,17:00:00,17:01:10,70,,[]
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Trump / Immigration / Staffing / China Trade,1122714,05:01:10 pm — 05:03:30 pm,17:01:10,17:03:30,140,"(Studio: Errol Barnett)  Report introduced.  

(West Palm Beach: Weijia Jiang)  President Trump's tweets about immigration & DACA & the changes at the White House reviewed; tweets quoted; details given about the criticism of EPA administrator Scott Pruitt.  [TRUMP&nbsp- says Mexico has to help us at the border & people are coming in to take advantage of DACA.]  [On CNN, former V.A. Secretary David SHULKIN= talks about the job for veterans: ""I did not resign.""]  [Senator Ron JOHNSON&nbsp- oppose firing by tweet.]  A report China is imposing new tariffs on US goods discussed. ","['Errol Barnett', 'Weijia Jiang']"
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,US-Russia Relations / Diplomat Expulsions,1122715,05:03:30 pm — 05:05:40 pm,17:03:30,17:05:40,130,"(Studio: Errol Barnett)  Report introduced.  

(Moscow: Charlie D'Agata)  The return to Russia of diplomats expelled by the US as part of the worsening crisis between Russia & the West after Russia was behind a chemical agent attack in England on ex-spy Sergei Skripal featured; scenes shown from Moscow & the shuttered US embassy in St. Petersburg.  [US-Canada Inst. Valery GRABASOV- {thru reporter's translation} says President Trump has a chaotic mind.]  The lack of US-Russia back channels to avoid another Cold War-like series of tensions noted. ","['Errol Barnett', ""Charlie D'Agata""]"
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Easter / Vatican,1122716,05:05:40 pm — 05:06:00 pm,17:05:40,17:06:00,20,(Studio: Errol Barnett)  The Easter message from Pope Francis with a call to the end of fighting in Syria shown. ,['Errol Barnett']
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,"Sacramento, California / Police Shooting",1122717,05:06:00 pm — 05:07:30 pm,17:06:00,17:07:30,90,"(Studio: Errol Barnett)  Report introduced.  

(Los Angeles: Mireya Villarreal)  The protests in Sacramento, California, after the police shooting death of Stephon Clark, who was shot in the back, featured; scenes shown of a police car hitting a protester in the roadway.  [PROTESTER&nbsp- says Clark was murdered.] ","['Errol Barnett', 'Mireya Villarreal']"
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Gun Control / Vermont,1122718,05:07:30 pm — 05:09:30 pm,17:07:30,17:09:30,120,"(Studio: Errol Barnett)  Report introduced.  

(Studio: Tony Dokoupil)  The new gun restrictions in Vermont banning high-capacity clips following the Parkland, Florida, school shooting featured; details given about other elements of the proposed law backed by Governor Phil Scott.  [VERMONTER&nbsp- wants gun rights protected.]  A statement from Scott about extreme violence quoted.  The gun law passage in Florida & the stirrings of a counter-movement noted; scenes shown of Florida protests in favor of arming teachers.  [MAN&nbsp- comments.] ","['Errol Barnett', 'Tony Dokoupil']"
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,"Dearborn, Michigan / Hospital Attack",1122719,05:09:30 pm — 05:10:00 pm,17:09:30,17:10:00,30,"(Studio: Errol Barnett)  The attack in a hospital in Dearborn, Michigan, on a Moslem woman reported; surveillance video of a man punching the woman shown. ",['Errol Barnett']
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Hawaii / Shark Attack,1122720,05:10:00 pm — 05:10:10 pm,17:10:00,17:10:10,10,(Studio: Errol Barnett)  A shark attack on a man in Hawaii reported; map shown. ,['Errol Barnett']
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Space: China Space Station,1122721,05:10:10 pm — 05:10:30 pm,17:10:10,17:10:30,20,(Studio: Errol Barnett)  The tracking of a Chinese space satellite that will strike the Earth reported; animated diagram shown. ,['Errol Barnett']
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,"Fargo, North Dakota / Easter Snow",1122722,05:10:30 pm — 05:10:50 pm,17:10:30,17:10:50,20,"(Studio: Errol Barnett)  Kids in Fargo, North Dakota, shown hunting for Easter eggs in the snow. ",['Errol Barnett']
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,"Memphis, Tennessee / King Assassination / Anniversary",1122723,05:10:50 pm — 05:11:30 pm,17:10:50,17:11:30,40,"(Studio: Errol Barnett)  A 50-mile march to Memphis, Tennessee, to mark the 50th anniversary of the assassination of Dr. Martin Luther King shown.  Tomorrow's CBS interview with MLK's three surviving children & CBS coverage of the anniversary on Wednesday previewed. ",['Errol Barnett']
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,College Basketball / NCAA Semi-Finals,1122724,05:11:30 pm — 05:11:50 pm,17:11:30,17:11:50,20,(Studio: Errol Barnett)  Last night's semi-final victories for Villanova & Michigan in the men's basketball semi-finals shown. ,['Errol Barnett']
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Upcoming Items & COMMERCIALS: trulicity; Aleve; Poligrip; MooseSpa.com; Carfax.,1122725,05:11:50 pm — 05:15:10 pm,17:11:50,17:15:10,200,,[]
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Medicine: Paint Stripper,1122726,05:15:10 pm — 05:17:50 pm,17:15:10,17:17:50,160,"(Studio: Errol Barnett)  Report introduced.  

(No location given: Anna Werner)  The dangers from methylene chloride in paint stripper examined; details given about the 2017 EPA move to ban the products, but postponed under President Trump's administration.  [Drew's brother Brian WYNN&nbsp- reacts to being able to buy something that kills.]  [Mother Cindy WYNN&nbsp- says ""enough.""]  [Victim's parents Wayne & Judy STEINER&nbsp- say their son died from the stripper.]   ","['Errol Barnett', 'Anna Werner']"
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,"Upcoming Items & COMMERCIALS: ancestry.com; Humira; Pantene; Advil; Phillips' Digestive Health; Beneful; ""60 Minutes""; ""CBS This Morning""",1122727,05:17:50 pm — 05:21:00 pm,17:17:50,17:21:00,190,,[]
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Dogs / Golden Retrievers / Cancer,1122728,05:21:00 pm — 05:23:20 pm,17:21:00,17:23:20,140,"(Studio: Errol Barnett)  Report introduced.  

(Springfield, Virginia: Chip Reid)  What is being done to deal with the high rate of cancer in golden retriever featured; scenes shown of the dogs also used as therapy dogs; details given about a national study to understand why the breed has such a high cancer rate.  [Dog owner Chris CAMPISI- says they have a high probability for cancer; explains working in the study.]  [Veterinarian Lainie RIMES- comments on the study.] ","['Errol Barnett', 'Chip Reid']"
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,"Upcoming Items & COMMERCIALS: Capital One; Salonpas; trivago; NyQuil; Eggland's Best Eggs; Dr. Scholl's; ""CBS This Morning""",1122729,05:23:20 pm — 05:26:20 pm,17:23:20,17:26:20,180,,[]
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Italy / Sistine Chapel,1122730,05:26:20 pm — 05:28:50 pm,17:26:20,17:28:50,150,"(Studio: Errol Barnett)  Report introduced.  

(Rome: Seth Doane)  A visit to a drama about Michelangelo's Sisine Chapel in Rome, Italy, featured; scenes shown of an immersive drama about the art work.  [Director Mark BALLACH- calls it a very technological show; explains the costumes.] ","['Errol Barnett', 'Seth Doane']"
CBS Evening News for 2018-04-01,CBS,2018-04-01,29 minutes long,Good Night,1122731,05:28:50 pm — 05:28:50 pm,17:28:50,17:28:50,0,,[]
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,Preview/Introduction	Craig Melvin (New York),1122732,05:33:30 pm — 05:33:50 pm,17:33:30,17:33:50,20,,[]
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,Teachers Strikes,1122733,05:33:50 pm — 05:36:20 pm,17:33:50,17:36:20,150,"(Studio: Craig Melvin)  Report introduced.  

(Oklahoma City: Maya Rodriguez)  The spread of the teachers strikes to Oklahoma after strikes in West Virginia, Kentucky & Arizona featured; scenes shown of protests; details given about teacher demands for pay, textbooks, classes & four-day school weeks.  [Teacher Heather CODY&nbsp- says it is about going paycheck to paycheck; lists her bills.]  [MOTHER&nbsp- reacts.]  [Oklahoma Governor Mary FALLIN- comments on teacher raises.]  [Oklahoma Education Assn. president Alicia PRIEST- comments on conditions.]   ","['Craig Melvin', 'Maya Rodriguez']"
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,California / Car Crash Mystery,1122734,05:36:20 pm — 05:38:10 pm,17:36:20,17:38:10,110,"(Studio: Craig Melvin)  Report introduced.  

(No location given: Matt Bradley)  The mystery of the Jennifer & Sarah Hart family's car plunging off a cliff in California that may not have been an accident featured; scenes from the crash site & photos of the six adopted kids shown.  [Mendocino County Sheriff Tom ALLMAN- says there were no skid marks.]  [NEIGHBOR&nbsp- worries about abuse.]  [Hart family FRIEND&nbsp- defends the Harts.] ","['Craig Melvin', 'Matt Bradley']"
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,Trump / Immigration / DACA,1122735,05:38:10 pm — 05:40:30 pm,17:38:10,17:40:30,140,"(Studio: Craig Melvin)  Report introduced.  

(West Palm Beach, Florida: Kelly O'Donnell)  The claims from President Trump about immigration & his tweet ""no more DACA deals"" examined; details given about Deferred Action on Childhood Arrivals {DACA} policy that came in under President Obama.  [In Florida, TRUMP&nbsp- says people are taking advantage of DACA & that Mexico has to help us at the border.]  [Former New Mexico Governor Bill RICHARDSON&nbsp- says the president is factually incorrect about DACA.]  [March 23, TRUMP&nbsp- says Republicans support DACA.]  Other Trump tweets on immigration quoted.  The coming Summit of the Americas in Lima, Peru, noted. ","['Craig Melvin', ""Kelly O'Donnell""]"
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,Puerto Rico / Hurricane Maria / Tourism,1122736,05:40:30 pm — 05:42:20 pm,17:40:30,17:42:20,110,"(Studio: Craig Melvin)  Report introduced.  

(San Juan, Puerto Rico: Gabe Gutierrez)  The hope in Puerto Rico that tourism with amp up the economy that has been ailing after Hurricane Maria featured; scenes shown of tourists, recovering hotels; tourism statistics cited.  [Two Baltimore TOURISTS&nbsp- explain coming here.]  [Marriott International Jose GONZALEZ-ESPINOSA, Marmalade executive chef Peter SCHINTLER- comment ON business.] ","['Craig Melvin', 'Gabe Gutierrez']"
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,Space: China Space Station,1122737,05:42:20 pm — 05:44:00 pm,17:42:20,17:44:00,100,"(Studio: Craig Melvin)  Report introduced.  

(Studio: Morgan Radford)  The imminent plunge to Earth of a Chinese space station that could hit the US featured; animated diagram shown; space junk statistics cited.  [Three WOMEN, two KIDS&nbsp- react.]  [American Museum of Natural History astrophysics creator Mordecai-Mark Mac LOW- downplays the chance of being hit.] ","['Craig Melvin', 'Morgan Radford']"
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,Upcoming Items & COMMERCIALS: Biotene; Pantene; Vraylar; Advil; Wayfair.,1122738,05:44:00 pm — 05:46:40 pm,17:44:00,17:46:40,160,,[]
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,"Easter / Britain, Vatican",1122739,05:46:40 pm — 05:47:10 pm,17:46:40,17:47:10,30,(Studio: Craig Melvin)  Easter in Britain with Queen Elizabeth & Pope Francis at the Vatican shown. ,['Craig Melvin']
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,Syria / Civil War / The Disappeared,1122740,05:47:10 pm — 05:49:50 pm,17:47:10,17:49:50,160,"(Studio: Craig Melvin)  Report introduced.  

(London: Kelly Cobiella)  The disappearance of tens of thousands revolutionary activists in Syria examined; scenes shown of the forces of Syrian President Bashir al-Assad snatching activists off the streets with one man's story told: prison & eventual execution.  [Computer whiz John PHILLIPS&nbsp- recalls telling Basil he would die in Syria.]  [Fellow prisoner Lyle SAAD-al-DEAN- {thru translator} describes what happened in torture.]  [Wife Nota&nbsp- says she did not even get a death certificate.]  Nora's campaigning in Europe for those who disappeared like her husband noted. ","['Craig Melvin', 'Kelly Cobiella']"
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,"Upcoming Items & COMMERCIALS: Progressive; trivago; Farxiga; Beneful; ""Today""",1122741,05:49:50 pm — 05:52:10 pm,17:49:50,17:52:10,140,,[]
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,College Basketball / Women / Men,1122742,05:52:10 pm — 05:53:30 pm,17:52:10,17:53:30,80,"(Studio: Craig Melvin)  The NCAA women's basketball finals being played now between Notre Dame & Mississippi State University noted.  

(San Antonio: Ron Mott)  The men's finals & the story of Sister Jean, whose Loyola University of Chicago's team lost to Michigan in the semi-finals, featured; scenes shown of Sister Jean at the games.  [Villanova player Jalen BRUNSON, Michigan head coach John BEILEN, Michigan FAN&nbsp- comment on the games.] ","['Craig Melvin', 'Ron Mott']"
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,"Upcoming Items & COMMERCIALS: Eliquis; Fixodent; ancestry.com; Flonase; ""Today""",1122743,05:53:30 pm — 05:56:00 pm,17:53:30,17:56:00,150,,[]
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,Lloyd Webber / Interview,1122744,05:56:00 pm — 05:58:50 pm,17:56:00,17:58:50,170,"(Studio: Craig Melvin)  Report introduced.  

(New York: Kate Snow)  An interview held with musical composer Andrew Lloyd Webber; show clips shown.  [LLOYD WEBBER&nbsp- talks about his early interest in musicals, his interest in ""Jesus Christ Superstar"", a generation of new writers, his new idea.]   

(Studio: Craig Melvin)  Tonight's NBC broadcast of ""Jesus Christ Superstar"" previewed. ","['Craig Melvin', 'Kate Snow', 'Craig Melvin']"
NBC Evening News for 2018-04-01,NBC,2018-04-01,25 minutes long,Good Night,1122745,05:58:50 pm — 05:58:50 pm,17:58:50,17:58:50,0,,[]
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,Preview/Introduction	Tom Llamas (New York),1122871,05:30:00 pm — 05:31:20 pm,17:30:00,17:31:20,80,,[]
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,"Los Angeles, California / Miracle Rescue",1122872,05:31:20 pm — 05:34:10 pm,17:31:20,17:34:10,170,"(Studio: Tom Llamas)  Report introduced.  

(Los Angeles: Whit Johnson)  The miracle rescue of Jesse Hernandez from a sewer drainage system in Los Angeles featured; scenes & virtual view shown from the area.  [FIREFIGHTER, L.A. sanitation asst. dir. Adel HAGEKHALIL&nbsp- comment on the search for the boy.]  The work to shut the hole Jesse fell into & his medical condition discussed. ","['Tom Llamas', 'Whit Johnson']"
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,Teachers Strikes,1122873,05:34:10 pm — 05:36:20 pm,17:34:10,17:36:20,130,"(Studio: Tom Llamas)  Report introduced.  

(Oklahoma City: Clayton Sandell)  The marches by striking teachers that shut down the schools featured; scenes shown of demonstrations in Oklahoma.  [Student Raeann WALTERS, Oklahoma teacher Teresa MATHIS, TEACHER&nbsp- comment.]   ","['Tom Llamas', 'Clayton Sandell']"
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,"Trump & Amazon / Stock Market, China Trade",1122874,05:36:20 pm — 05:38:40 pm,17:36:20,17:38:40,140,"(Studio: Tom Llamas)  President Trump's continued attacks on Amazon noted.  

(New York: Rebecca Jarvis)  The drop in the stock market with Amazon stock dropping after the Trump twitter attack & fears of a trade war with China after US tariffs featured; a statement from the USPS denying losses.  [TRUMP&nbsp- calls trade an assault on our country.]  How package delivery is one of the few growing businesses for the Post Office discussed. ","['Tom Llamas', 'Rebecca Jarvis']"
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,"Trump / Immigration, DACA",1122875,05:38:40 pm — 05:41:30 pm,17:38:40,17:41:30,170,"(Studio: Tom Llamas)  Report introduced.  

(White House: Jonathan Karl)  President Trump's latest comments on immigration, including the DACA program, featured; scenes shown of Trump at the White House with the Easter bunny for the egg roll on the lawn.  [TRUMP&nbsp- blames the Democrats for letting DACA down.]  A Fox program Sunday on a ""caravan"" of immigrants going through Mexico noted; Trump tweet that DACA is dead quoted.  [March 23, TRUMP&nbsp- backs DACA.]  A tweet from Ohio Governor John Kasich critical of Trump on children quoted.  A White House report on a Trump-Russian President Vladimir Putin meeting discussed. ","['Tom Llamas', 'Jonathan Karl']"
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,Winter Weather / Snowstorm,1122876,05:41:30 pm — 05:42:20 pm,17:41:30,17:42:20,50,"(Studio: Tom Llamas, New York: Rob Marciano)  A winter snowstorm system with thunderstorms discussed; weather maps shown.   ","['Tom Llamas, New York']"
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,Medicine: Fertility Clinic Failure,1122877,05:42:20 pm — 05:43:10 pm,17:42:20,17:43:10,50,(Studio: Tom Llamas)  Lawsuit by three women who are cancer survivors against the Ohio clinic where stored eggs & embryos were lost reported.  [WOMAN&nbsp- blames the University Hospitals.] ,['Tom Llamas']
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,California / Car Crash,1122878,05:43:10 pm — 05:44:40 pm,17:43:10,17:44:40,90,"(Studio: Tom Llamas)  Report introduced.  

(San Antonio: Kayna Whitworth)  The police view that the crash of the Hart family car off a California cliff appears to have been intentional featured; family photo & crash site shown.  [Mendocino County Sheriff Thomas ALLMAN- comments on the investigation.]  [Oregon neighbor Bruce DeKALB- says we did not see ""beautiful people"" next door.] ","['Tom Llamas', 'Kayna Whitworth']"
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,Upcoming Items & COMMERCIALS: Otzela; Boost; Dr. Scholl's; HomeAdvisor; MiraLAX.,1122879,05:44:40 pm — 05:47:10 pm,17:44:40,17:47:10,150,,[]
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,"""Affluenza Teen""",1122880,05:47:10 pm — 05:48:40 pm,17:47:10,17:48:40,90,"(Studio: Tom Llamas)  Report introduced.  

(Los Angeles: Matt Gutman)  The release from jail of ""affluenza teen"" Ethan Couch on probation after serving two years for intoxication manslaughter in which four people died in a car crash featured; Couch shown; details given about the affluenza defense.  [Volunteer chaplain Tim WILLIAMS- says he needed jail to get to a place of ownership.] ","['Tom Llamas', 'Matt Gutman']"
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,Upcoming Items & COMMERCIALS: Humira; Prevagen; Dell; GoBoldly; Depend; Ocuvite; Aleve.,1122881,05:48:40 pm — 05:51:50 pm,17:48:40,17:51:50,190,,[]
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,Index,1122882,05:51:50 pm — 05:53:20 pm,17:51:50,17:53:20,90,"(Studio: Tom Llamas)  A brief look at news stories with video often shown: the crash of a train into a truck on the tracks in Athens, Georgia, shown; the attack on a Moslem woman in a hospital in Dearborn, Michigan, shown; a violent arrest in Ft. Worth, Texas, shown; the death of TV show creator Steve Bochco. ",['Tom Llamas']
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,"Upcoming Items & COMMERCIALS: Liberty Mutual; Claritin; Just Crack an Egg; PreserVision; Ibrance; K9 Advantix; News 2; ""World News Tonight""",1122883,05:53:20 pm — 05:57:20 pm,17:53:20,17:57:20,240,,[]
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,America Strong (Terry Gottke),1122884,05:57:20 pm — 05:57:40 pm,17:57:20,17:57:40,20,"(Studio: Tom Llamas)  The homecoming for firefighter/National Guardsman Terry Gottke of Blue Rock, Ohio,  featured; scenes shown of Gottke with his two young daughters. ",['Tom Llamas']
ABC Evening News for 2018-04-02,ABC,2018-04-02,28 minutes long,Good Night,1122885,05:57:40 pm — 05:57:40 pm,17:57:40,17:57:40,0,,[]
CNN Evening News for 2018-04-02,CNN,2018-04-02,about 1 hour long,Introduction/Preview	Anderson Cooper (New York),1122790,07:00:10 pm — 07:00:20 pm,19:00:10,19:00:20,10,,[]
CNN Evening News for 2018-04-02,CNN,2018-04-02,about 1 hour long,Trump / Twitter Tirade / A Discussion,1122791,07:00:20 pm — 07:13:40 pm,19:00:20,19:13:40,800,"(Studio: Anderson Cooper)  The guests with President Trump at Mar-A-Lago in Florida listed.  A ""Keeping Them Honest"" look at Trump's twitter tirade about many subjects, including immigration & the DACA program, reviewed; Trump tweet about immigration & DACA & Mexico & NAFTA quoted with his phrases explained.  [Jan. 9, TRUMP&nbsp- promises a DACA bill of love; states he will sign an agreement.]  [Today, TRUMP&nbsp- says the Democrats have let them {DACA} down.]  His tweet critical of the Justice Department & FBI & Amazon quoted.  

(Studio: Anderson Cooper; White House: Pamela Brown)  Why Trump is in attack mode on immigration, Mexico, the Justice Department with his moderating voices like Hope Hicks gone discussed,  

(Studio: Anderson Cooper)  Live discussion held with CNN's Ryan Lizza & Molly Ball about Trump's Twitter tear.  [LIZZA&nbsp- offerS views on the staff changes taking away Trump's ""guardrail,"" so he got worked up on immigration, the lack of money in the omnibus bill for Trump's wall, how Trump actually neded the DACA program.]  [BALL&nbsp- offers views on his base & the immigration issue.] ","['Anderson Cooper', 'Anderson Cooper; White House', 'Anderson Cooper']"
CNN Evening News for 2018-04-02,CNN,2018-04-02,about 1 hour long,"Upcoming Items & COMMERCIALS: Taltz; Lexus; ""Isle of Dogs""; Benjamin Moore; Scotts; Tresiba.",1122792,07:13:40 pm — 07:17:50 pm,19:13:40,19:17:50,250,,[]
